type,startTime,endTime,value
Steps,2024-10-21T06:57:13.000Z,2024-10-21T06:58:13.000Z,99
Steps,2024-10-21T06:58:13.000Z,2024-10-21T06:59:13.000Z,96
Steps,2024-10-21T06:59:13.000Z,2024-10-21T07:00:03.000Z,52
Steps,2024-10-21T07:00:03.000Z,2024-10-21T07:01:21.000Z,87
Steps,2024-10-21T07:01:21.000Z,2024-10-21T07:02:08.000Z,63
Steps,2024-10-21T07:02:08.000Z,2024-10-21T07:03:54.000Z,106
Steps,2024-10-21T07:03:54.000Z,2024-10-21T07:04:44.000Z,87
Steps,2024-10-21T07:04:48.000Z,2024-10-21T07:05:48.000Z,26
Steps,2024-10-21T07:05:58.000Z,2024-10-21T07:06:58.000Z,15
Steps,2024-10-21T07:14:29.000Z,2024-10-21T07:15:29.000Z,12
Steps,2024-10-21T07:29:11.000Z,2024-10-21T07:30:25.000Z,37
Steps,2024-10-21T07:31:23.000Z,2024-10-21T07:32:23.000Z,25
Steps,2024-10-21T07:32:23.000Z,2024-10-21T07:32:35.000Z,18
Steps,2024-10-21T07:34:59.000Z,2024-10-21T07:36:25.000Z,43
Steps,2024-10-21T07:36:25.000Z,2024-10-21T07:37:57.000Z,63
Steps,2024-10-21T07:37:57.000Z,2024-10-21T07:38:58.000Z,86
Steps,2024-10-21T07:38:58.000Z,2024-10-21T07:39:10.000Z,20
Steps,2024-10-21T07:39:10.000Z,2024-10-21T07:40:47.000Z,73
Steps,2024-10-21T07:40:47.000Z,2024-10-21T07:41:11.000Z,38
Steps,2024-10-21T07:41:11.000Z,2024-10-21T07:41:47.000Z,47
Steps,2024-10-21T07:41:47.000Z,2024-10-21T07:41:52.000Z,8
Steps,2024-10-21T07:41:52.000Z,2024-10-21T07:42:22.000Z,44
Steps,2024-10-21T07:42:22.000Z,2024-10-21T07:42:55.000Z,34
Steps,2024-10-21T07:42:55.000Z,2024-10-21T07:42:56.000Z,2
Steps,2024-10-21T07:47:23.000Z,2024-10-21T07:51:17.000Z,117
Steps,2024-10-21T07:51:38.000Z,2024-10-21T07:52:38.000Z,19
Steps,2024-10-21T07:55:01.000Z,2024-10-21T07:56:01.000Z,9
Steps,2024-10-21T08:01:44.000Z,2024-10-21T08:02:44.000Z,14
Steps,2024-10-21T08:02:44.000Z,2024-10-21T08:04:09.000Z,103
Steps,2024-10-21T08:04:09.000Z,2024-10-21T08:04:26.000Z,30
Steps,2024-10-21T08:04:26.000Z,2024-10-21T08:05:12.000Z,21
Steps,2024-10-21T08:06:19.000Z,2024-10-21T08:08:21.000Z,61
Steps,2024-10-21T08:08:21.000Z,2024-10-21T08:08:35.000Z,20
Steps,2024-10-21T08:08:44.000Z,2024-10-21T08:09:44.000Z,6
Steps,2024-10-21T08:09:44.000Z,2024-10-21T08:09:45.000Z,2
Steps,2024-10-21T09:39:25.000Z,2024-10-21T09:40:25.000Z,27
Steps,2024-10-21T09:56:26.000Z,2024-10-21T09:57:26.000Z,24
Steps,2024-10-21T10:04:18.000Z,2024-10-21T10:05:18.000Z,16
Steps,2024-10-21T10:05:36.000Z,2024-10-21T10:08:10.000Z,77
Steps,2024-10-21T10:08:10.000Z,2024-10-21T10:08:48.000Z,37
Steps,2024-10-21T10:08:48.000Z,2024-10-21T10:09:35.000Z,73
Steps,2024-10-21T10:09:35.000Z,2024-10-21T10:09:58.000Z,39
Steps,2024-10-21T10:09:57.000Z,2024-10-21T10:10:59.000Z,32
Steps,2024-10-21T10:10:59.000Z,2024-10-21T10:11:54.000Z,44
Steps,2024-10-21T10:11:54.000Z,2024-10-21T10:12:08.000Z,25
Steps,2024-10-21T10:12:08.000Z,2024-10-21T10:12:27.000Z,38
Steps,2024-10-21T10:12:27.000Z,2024-10-21T10:13:24.000Z,96
Steps,2024-10-21T10:13:24.000Z,2024-10-21T10:13:42.000Z,28
Steps,2024-10-21T10:14:46.000Z,2024-10-21T10:15:52.000Z,33
Steps,2024-10-21T10:15:52.000Z,2024-10-21T10:16:15.000Z,39
Steps,2024-10-21T10:16:15.000Z,2024-10-21T10:17:08.000Z,89
Steps,2024-10-21T10:17:08.000Z,2024-10-21T10:17:58.000Z,85
Steps,2024-10-21T10:17:58.000Z,2024-10-21T10:18:26.000Z,47
Steps,2024-10-21T10:18:26.000Z,2024-10-21T10:19:28.000Z,106
Steps,2024-10-21T10:19:28.000Z,2024-10-21T10:19:39.000Z,20
Steps,2024-10-21T10:19:39.000Z,2024-10-21T10:20:09.000Z,51
Steps,2024-10-21T10:20:09.000Z,2024-10-21T10:20:21.000Z,22
Steps,2024-10-21T10:20:21.000Z,2024-10-21T10:20:43.000Z,36
Steps,2024-10-21T10:20:43.000Z,2024-10-21T10:21:06.000Z,35
Steps,2024-10-21T10:21:06.000Z,2024-10-21T10:21:21.000Z,23
Steps,2024-10-21T10:21:21.000Z,2024-10-21T10:21:39.000Z,25
Steps,2024-10-21T10:21:39.000Z,2024-10-21T10:22:11.000Z,51
Steps,2024-10-21T10:22:11.000Z,2024-10-21T10:22:22.000Z,16
Steps,2024-10-21T10:22:22.000Z,2024-10-21T10:22:44.000Z,37
Steps,2024-10-21T10:22:44.000Z,2024-10-21T10:23:45.000Z,98
Steps,2024-10-21T10:23:45.000Z,2024-10-21T10:23:55.000Z,20
Steps,2024-10-21T10:23:55.000Z,2024-10-21T10:24:15.000Z,38
Steps,2024-10-21T10:24:15.000Z,2024-10-21T10:24:37.000Z,59
Steps,2024-10-21T10:24:37.000Z,2024-10-21T10:24:58.000Z,27
Steps,2024-10-21T10:24:58.000Z,2024-10-21T10:25:42.000Z,9
Steps,2024-10-21T10:25:42.000Z,2024-10-21T10:26:02.000Z,28
Steps,2024-10-21T10:26:02.000Z,2024-10-21T10:27:57.000Z,76
Steps,2024-10-21T10:34:08.000Z,2024-10-21T10:35:08.000Z,13
Steps,2024-10-21T10:35:08.000Z,2024-10-21T10:36:05.000Z,19
Steps,2024-10-21T10:39:26.000Z,2024-10-21T10:40:26.000Z,20
Steps,2024-10-21T10:40:26.000Z,2024-10-21T10:40:43.000Z,12
Steps,2024-10-21T10:41:11.000Z,2024-10-21T10:42:29.000Z,39
Steps,2024-10-21T10:42:29.000Z,2024-10-21T10:42:51.000Z,24
Steps,2024-10-21T10:43:24.000Z,2024-10-21T10:44:24.000Z,17
Steps,2024-10-21T10:44:24.000Z,2024-10-21T10:45:23.000Z,19
Steps,2024-10-21T10:45:23.000Z,2024-10-21T10:46:23.000Z,12
Steps,2024-10-21T10:46:23.000Z,2024-10-21T10:47:45.000Z,68
Steps,2024-10-21T10:47:54.000Z,2024-10-21T10:49:42.000Z,54
Steps,2024-10-21T10:49:42.000Z,2024-10-21T10:51:01.000Z,127
Steps,2024-10-21T10:51:01.000Z,2024-10-21T10:52:25.000Z,93
Steps,2024-10-21T10:52:25.000Z,2024-10-21T10:53:44.000Z,42
Steps,2024-10-21T10:53:44.000Z,2024-10-21T10:54:10.000Z,46
Steps,2024-10-21T10:54:10.000Z,2024-10-21T10:55:11.000Z,104
Steps,2024-10-21T10:55:11.000Z,2024-10-21T10:56:25.000Z,105
Steps,2024-10-21T10:56:25.000Z,2024-10-21T10:56:27.000Z,4
Steps,2024-10-21T10:56:27.000Z,2024-10-21T10:57:01.000Z,60
Steps,2024-10-21T10:57:01.000Z,2024-10-21T10:57:03.000Z,4
Steps,2024-10-21T10:57:03.000Z,2024-10-21T10:57:41.000Z,28
Steps,2024-10-21T11:29:55.000Z,2024-10-21T11:30:16.000Z,10
Steps,2024-10-21T11:30:16.000Z,2024-10-21T11:31:59.000Z,193
Steps,2024-10-21T11:31:59.000Z,2024-10-21T11:33:25.000Z,164
Steps,2024-10-21T11:33:25.000Z,2024-10-21T11:35:04.000Z,191
Steps,2024-10-21T11:35:04.000Z,2024-10-21T11:35:10.000Z,11
Steps,2024-10-21T11:35:10.000Z,2024-10-21T11:36:01.000Z,100
Steps,2024-10-21T11:36:01.000Z,2024-10-21T11:37:16.000Z,137
Steps,2024-10-21T11:37:16.000Z,2024-10-21T11:38:32.000Z,131
Steps,2024-10-21T11:38:32.000Z,2024-10-21T11:38:50.000Z,31
Steps,2024-10-21T11:38:50.000Z,2024-10-21T11:39:52.000Z,110
Steps,2024-10-21T11:39:52.000Z,2024-10-21T11:40:19.000Z,47
Steps,2024-10-21T11:40:19.000Z,2024-10-21T11:42:25.000Z,97
Steps,2024-10-21T11:42:25.000Z,2024-10-21T11:43:10.000Z,83
Steps,2024-10-21T11:43:10.000Z,2024-10-21T11:44:56.000Z,192
Steps,2024-10-21T11:44:56.000Z,2024-10-21T11:45:39.000Z,60
Steps,2024-10-21T11:45:39.000Z,2024-10-21T11:46:31.000Z,19
Steps,2024-10-21T11:46:31.000Z,2024-10-21T11:46:50.000Z,7
Steps,2024-10-21T11:50:23.000Z,2024-10-21T11:51:23.000Z,7
Steps,2024-10-21T14:46:32.000Z,2024-10-21T14:47:32.000Z,10
Steps,2024-10-21T17:02:42.000Z,2024-10-21T17:03:42.000Z,7
